PassYards|RushYards|ReceivingYards|Receptions|Touchdowns|Interceptions|Fumbles|Position
0|0|92|11.5|1.5333333333333|0|0|WR
0|0|194|24.25|3.2333333333333|0|0|WR
0|0|205|25.625|3.4166666666667|0|0|WR
0|0|175|21.875|2.9166666666667|0|0|WR
0|0|184|23|3.0666666666667|0|0|WR
0|0|154|19.25|2.5666666666667|0|0|WR
0|0|151|18.875|2.5166666666667|0|0|WR
0|0|89|11.125|1.4833333333333|0|0|WR
0|0|46|5.75|0.76666666666667|0|0|WR
0|0|191|23.875|3.1833333333333|0|0|WR
0|0|128|16|2.1333333333333|0|0|WR
0|0|95|11.875|1.5833333333333|0|0|WR
0|0|105|13.125|1.75|0|0|WR
0|0|144|18|2.4|0|0|WR
0|0|213|26.625|3.55|0|0|WR
0|0|191|23.875|3.1833333333333|0|0|WR
0|0|88|11|1.4666666666667|0|0|WR
0|0|178|22.25|2.9666666666667|0|0|WR
0|0|167|20.875|2.7833333333333|0|0|WR
0|0|133|16.625|2.2166666666667|0|0|WR
0|0|104|13|1.7333333333333|0|0|WR
0|0|22|2.75|0.36666666666667|0|0|WR
0|0|186|23.25|3.1|0|0|WR
0|0|116|14.5|1.9333333333333|0|0|WR
0|0|31|3.875|0.51666666666667|0|0|WR
0|0|143|17.875|2.3833333333333|0|0|WR
0|0|20|2.5|0.33333333333333|0|0|WR
0|0|178|22.25|2.9666666666667|0|0|WR
0|0|212|26.5|3.5333333333333|0|0|WR
0|0|150|18.75|2.5|0|0|WR
0|0|157|19.625|2.6166666666667|0|0|WR
0|0|22|2.75|0.36666666666667|0|0|WR
0|0|59|7.375|0.98333333333333|0|0|WR
0|0|133|16.625|2.2166666666667|0|0|WR
0|0|74|9.25|1.2333333333333|0|0|WR
0|0|117|14.625|1.95|0|0|WR
0|0|201|25.125|3.35|0|0|WR
0|0|170|21.25|2.8333333333333|0|0|WR
0|0|70|8.75|1.1666666666667|0|0|WR
0|0|138|17.25|2.3|0|0|WR
0|0|159|19.875|2.65|0|0|WR
0|0|184|23|3.0666666666667|0|0|WR
0|0|227|28.375|3.7833333333333|0|0|WR
0|0|80|10|1.3333333333333|0|0|WR
0|0|178|22.25|2.9666666666667|0|0|WR
0|0|200|25|3.3333333333333|0|0|WR
0|0|214|26.75|3.5666666666667|0|0|WR
0|0|41|5.125|0.68333333333333|0|0|WR
0|0|202|25.25|3.3666666666667|0|0|WR
0|0|173|21.625|2.8833333333333|0|0|WR
0|0|137|17.125|2.2833333333333|0|0|WR
0|0|108|13.5|1.8|0|0|WR
0|0|119|14.875|1.9833333333333|0|0|WR
0|0|76|9.5|1.2666666666667|0|0|WR
0|0|71|8.875|1.1833333333333|0|0|WR
0|0|90|11.25|1.5|0|0|WR
0|0|64|8|1.0666666666667|0|0|WR
0|0|202|25.25|3.3666666666667|0|0|WR
0|0|207|25.875|3.45|0|0|WR
0|0|214|26.75|3.5666666666667|0|0|WR
0|0|159|19.875|2.65|0|0|WR
0|0|217|27.125|3.6166666666667|0|0|WR
0|0|212|26.5|3.5333333333333|0|0|WR
